measurement_id,gas_class
G_B10_1398,5
G_B10_1399,5
G_B10_1400,5
G_B10_1401,1
G_B10_1402,6
G_B10_1403,5
G_B10_1404,5
G_B10_1405,5
G_B10_1406,5
G_B10_1407,5
G_B10_1408,5
G_B10_1409,1
G_B10_1410,6
G_B10_1411,4
G_B10_1412,5
G_B10_1413,4
G_B10_1414,5
G_B10_1415,5
G_B10_1416,5
G_B10_1417,1
G_B10_1418,6
G_B10_1419,5
G_B10_1420,5
G_B10_1421,5
G_B10_1422,5
G_B10_1423,4
G_B10_1424,5
G_B10_1425,4
G_B10_1426,5
G_B10_1427,5
G_B10_1428,5
G_B10_1429,4
G_B10_1430,5
G_B10_1431,4
G_B10_1432,5
G_B10_1433,5
G_B10_1434,5
G_B10_1435,1
G_B10_1436,6
G_B10_1437,5
G_B10_1438,5
G_B10_1439,4
G_B10_1440,5
G_B10_1441,6
G_B10_1442,4
G_B10_1443,6
G_B10_1444,2
G_B10_1445,6
G_B10_1446,2
G_B10_1447,6
G_B10_1448,2
G_B10_1449,6
G_B10_1450,2
G_B10_1451,6
G_B10_1452,2
G_B10_1453,6
G_B10_1454,2
G_B10_1455,6
G_B10_1456,2
G_B10_1457,6
G_B10_1458,2
G_B10_1459,6
G_B10_1460,2
G_B10_1461,6
G_B10_1462,4
G_B10_1463,6
G_B10_1464,2
G_B10_1465,6
G_B10_1466,2
G_B10_1467,6
G_B10_1468,2
G_B10_1469,6
G_B10_1470,2
G_B10_1471,2
G_B10_1472,2
G_B10_1473,6
G_B10_1474,2
G_B10_1475,6
G_B10_1476,2
G_B10_1477,6
G_B10_1478,2
G_B10_1479,6
G_B10_1480,2
G_B10_1481,6
G_B10_1482,2
G_B10_1483,6
G_B10_1484,2
G_B10_1485,6
G_B10_1486,2
G_B10_1487,6
G_B10_1488,2
G_B10_1489,6
G_B10_1490,2
G_B10_1491,6
G_B10_1492,2
G_B10_1493,6
G_B10_1494,2
G_B10_1495,6
G_B10_1496,2
G_B10_1497,6
G_B10_1498,2
G_B10_1499,6
G_B10_1500,2
G_B10_1501,6
G_B10_1502,2
G_B10_1503,6
G_B10_1504,2
G_B10_1505,6
G_B10_1506,2
G_B10_1507,6
G_B10_1508,2
G_B10_1509,4
G_B10_1510,2
G_B10_1511,6
G_B10_1512,2
G_B10_1513,6
G_B10_1514,2
G_B10_1515,6
G_B10_1516,2
G_B10_1517,6
G_B10_1518,2
G_B10_1519,6
G_B10_1520,2
G_B10_1521,2
G_B10_1522,2
G_B10_1523,4
G_B10_1524,2
G_B10_1525,6
G_B10_1526,2
G_B10_1527,6
G_B10_1528,2
G_B10_1529,6
G_B10_1530,2
G_B10_1531,6
G_B10_1532,2
G_B10_1533,6
G_B10_1534,2
G_B10_1535,6
G_B10_1536,2
G_B10_1537,6
G_B10_1538,2
G_B10_1539,4
G_B10_1540,2
G_B10_1541,6
G_B10_1542,2
G_B10_1543,6
G_B10_1544,2
G_B10_1545,6
G_B10_1546,2
G_B10_1547,6
G_B10_1548,2
G_B10_1549,6
G_B10_1550,2
G_B10_1551,6
G_B10_1552,2
G_B10_1553,6
G_B10_1554,2
G_B10_1555,6
G_B10_1556,2
G_B10_1557,6
G_B10_1558,2
G_B10_1559,6
G_B10_1560,2
G_B10_1561,1
G_B10_1562,4
G_B10_1563,1
G_B10_1564,4
G_B10_1565,4
G_B10_1566,1
G_B10_1567,4
G_B10_1568,5
G_B10_1569,5
G_B10_1570,1
G_B10_1571,5
G_B10_1572,5
G_B10_1573,5
G_B10_1574,1
G_B10_1575,4
G_B10_1576,5
G_B10_1577,5
G_B10_1578,5
G_B10_1579,5
G_B10_1580,5
G_B10_1581,1
G_B10_1582,6
G_B10_1583,5
G_B10_1584,5
G_B10_1585,4
G_B10_1586,5
G_B10_1587,5
G_B10_1588,1
G_B10_1589,5
G_B10_1590,5
G_B10_1591,1
G_B10_1592,6
G_B10_1593,5
G_B10_1594,5
G_B10_1595,5
G_B10_1596,1
G_B10_1597,1
G_B10_1598,6
G_B10_1599,4
G_B10_1600,5
G_B10_1601,5
G_B10_1602,1
G_B10_1603,5
G_B10_1604,5
G_B10_1605,5
G_B10_1606,5
G_B10_1607,5
G_B10_1608,1
G_B10_1609,5
G_B10_1610,5
G_B10_1611,1
G_B10_1612,6
G_B10_1613,5
G_B10_1614,5
G_B10_1615,5
G_B10_1616,1
G_B10_1617,4
G_B10_1618,5
G_B10_1619,5
G_B10_1620,5
G_B10_1621,4
G_B10_1622,5
G_B10_1623,5
G_B10_1624,1
G_B10_1625,5
G_B10_1626,5
G_B10_1627,1
G_B10_1628,6
G_B10_1629,4
G_B10_1630,5
G_B10_1631,4
G_B10_1632,1
G_B10_1633,4
G_B10_1634,1
G_B10_1635,4
G_B10_1636,5
G_B10_1637,4
G_B10_1638,5
G_B10_1639,5
G_B10_1640,5
G_B10_1641,1
G_B10_1642,6
G_B10_1643,5
G_B10_1644,5
G_B10_1645,5
G_B10_1646,5
G_B10_1647,4
G_B10_1648,1
G_B10_1649,1
G_B10_1650,5
G_B10_1651,4
G_B10_1652,5
G_B10_1653,4
G_B10_1654,1
G_B10_1655,5
G_B10_1656,5
G_B10_1657,1
G_B10_1658,5
G_B10_1659,1
G_B10_1660,1
G_B10_1661,5
G_B10_1662,1
G_B10_1663,4
G_B10_1664,5
G_B10_1665,4
G_B10_1666,1
G_B10_1667,4
G_B10_1668,5
G_B10_1669,4
G_B10_1670,5
G_B10_1671,4
G_B10_1672,1
G_B10_1673,4
G_B10_1674,5
G_B10_1675,4
G_B10_1676,5
G_B10_1677,1
G_B10_1678,5
G_B10_1679,4
G_B10_1680,1
G_B10_1681,1
G_B10_1682,5
G_B10_1683,4
G_B10_1684,1
G_B10_1685,4
G_B10_1686,1
G_B10_1687,4
G_B10_1688,5
G_B10_1689,4
G_B10_1690,1
G_B10_1691,5
G_B10_1692,5
G_B10_1693,4
G_B10_1694,1
G_B10_1695,4
G_B10_1696,5
G_B10_1697,4
G_B10_1698,1
G_B10_1699,4
G_B10_1700,5
G_B10_1701,6
G_B10_1702,6
G_B10_1703,4
G_B10_1704,1
G_B10_1705,4
G_B10_1706,5
G_B10_1707,4
G_B10_1708,1
G_B10_1709,4
G_B10_1710,5
G_B10_1711,1
G_B10_1712,6
G_B10_1713,4
G_B10_1714,5
G_B10_1715,4
G_B10_1716,1
G_B10_1717,1
G_B10_1718,6
G_B10_1719,4
G_B10_1720,5
G_B10_1721,4
G_B10_1722,1
G_B10_1723,4
G_B10_1724,5
G_B10_1725,4
G_B10_1726,5
G_B10_1727,4
G_B10_1728,1
G_B10_1729,4
G_B10_1730,5
G_B10_1731,6
G_B10_1732,6
G_B10_1733,1
G_B10_1734,5
G_B10_1735,4
G_B10_1736,1
G_B10_1737,4
G_B10_1738,5
G_B10_1739,4
G_B10_1740,1
G_B10_1741,4
G_B10_1742,5
G_B10_1743,4
G_B10_1744,1
G_B10_1745,4
G_B10_1746,5
G_B10_1747,6
G_B10_1748,5
G_B10_1749,1
G_B10_1750,1
G_B10_1751,4
G_B10_1752,1
G_B10_1753,4
G_B10_1754,1
G_B10_1755,4
G_B10_1756,5
G_B10_1757,4
G_B10_1758,1
G_B10_1759,4
G_B10_1760,5
G_B10_1761,4
G_B10_1762,5
G_B10_1763,1
G_B10_1764,1
G_B10_1765,1
G_B10_1766,1
G_B10_1767,4
G_B10_1768,1
G_B10_1769,1
G_B10_1770,6
G_B10_1771,4
G_B10_1772,5
G_B10_1773,4
G_B10_1774,1
G_B10_1775,4
G_B10_1776,5
G_B10_1777,1
G_B10_1778,6
G_B10_1779,1
G_B10_1780,1
G_B10_1781,4
G_B10_1782,1
G_B10_1783,4
G_B10_1784,5
G_B10_1785,4
G_B10_1786,1
G_B10_1787,4
G_B10_1788,5
G_B10_1789,4
G_B10_1790,5
G_B10_1791,4
G_B10_1792,1
G_B10_1793,4
G_B10_1794,5
G_B10_1795,1
G_B10_1796,6
G_B10_1797,1
G_B10_1798,1
G_B10_1799,4
G_B10_1800,1
G_B10_1801,1
G_B10_1802,6
G_B10_1803,4
G_B10_1804,5
G_B10_1805,4
G_B10_1806,5
G_B10_1807,4
G_B10_1808,5
G_B10_1809,4
G_B10_1810,5
G_B10_1811,4
G_B10_1812,5
G_B10_1813,4
G_B10_1814,5
G_B10_1815,4
G_B10_1816,5
G_B10_1817,4
G_B10_1818,5
G_B10_1819,4
G_B10_1820,5
G_B10_1821,1
G_B10_1822,6
G_B10_1823,4
G_B10_1824,5
G_B10_1825,4
G_B10_1826,5
G_B10_1827,4
G_B10_1828,5
G_B10_1829,4
G_B10_1830,5
G_B10_1831,1
G_B10_1832,6
G_B10_1833,4
G_B10_1834,5
G_B10_1835,4
G_B10_1836,5
G_B10_1837,1
G_B10_1838,6
G_B10_1839,4
G_B10_1840,5
G_B10_1841,4
G_B10_1842,5
G_B10_1843,4
G_B10_1844,5
G_B10_1845,4
G_B10_1846,5
G_B10_1847,4
G_B10_1848,5
G_B10_1849,4
G_B10_1850,5
G_B10_1851,1
G_B10_1852,6
G_B10_1853,4
G_B10_1854,5
G_B10_1855,4
G_B10_1856,5
G_B10_1857,4
G_B10_1858,5
G_B10_1859,4
G_B10_1860,5
G_B10_1861,4
G_B10_1862,5
G_B10_1863,4
G_B10_1864,5
G_B10_1865,4
G_B10_1866,5
G_B10_1867,1
G_B10_1868,6
G_B10_1869,4
G_B10_1870,5
G_B10_1871,4
G_B10_1872,5
G_B10_1873,4
G_B10_1874,5
G_B10_1875,4
G_B10_1876,5
G_B10_1877,4
G_B10_1878,5
G_B10_1879,4
G_B10_1880,5
G_B10_1881,1
G_B10_1882,6
G_B10_1883,4
G_B10_1884,5
G_B10_1885,4
G_B10_1886,5
G_B10_1887,4
G_B10_1888,5
G_B10_1889,1
G_B10_1890,6
G_B10_1891,4
G_B10_1892,5
G_B10_1893,4
G_B10_1894,5
G_B10_1895,4
G_B10_1896,5
G_B10_1897,1
G_B10_1898,6
G_B10_1899,4
G_B10_1900,5
G_B10_1901,4
G_B10_1902,5
G_B10_1903,4
G_B10_1904,5
G_B10_1905,4
G_B10_1906,5
G_B10_1907,4
G_B10_1908,5
G_B10_1909,4
G_B10_1910,5
G_B10_1911,4
G_B10_1912,5
G_B10_1913,4
G_B10_1914,5
G_B10_1915,1
G_B10_1916,6
G_B10_1917,4
G_B10_1918,5
G_B10_1919,4
G_B10_1920,5
G_B10_1921,1
G_B10_1922,6
G_B10_1923,4
G_B10_1924,5
G_B10_1925,4
G_B10_1926,5
G_B10_1927,4
G_B10_1928,5
G_B10_1929,4
G_B10_1930,5
G_B10_1931,4
G_B10_1932,5
G_B10_1933,4
G_B10_1934,5
G_B10_1935,4
G_B10_1936,5
G_B10_1937,4
G_B10_1938,5
G_B10_1939,4
G_B10_1940,5
G_B10_1941,1
G_B10_1942,5
G_B10_1943,4
G_B10_1944,5
G_B10_1945,4
G_B10_1946,5
G_B10_1947,4
G_B10_1948,5
G_B10_1949,4
G_B10_1950,5
G_B10_1951,1
G_B10_1952,5
G_B10_1953,4
G_B10_1954,5
G_B10_1955,4
G_B10_1956,1
G_B10_1957,1
G_B10_1958,5
G_B10_1959,4
G_B10_1960,5
G_B10_1961,4
G_B10_1962,5
G_B10_1963,4
G_B10_1964,5
G_B10_1965,4
G_B10_1966,5
G_B10_1967,4
G_B10_1968,5
G_B10_1969,4
G_B10_1970,5
G_B10_1971,1
G_B10_1972,5
G_B10_1973,4
G_B10_1974,5
G_B10_1975,4
G_B10_1976,5
G_B10_1977,4
G_B10_1978,5
G_B10_1979,4
G_B10_1980,5
G_B10_1981,4
G_B10_1982,5
G_B10_1983,4
G_B10_1984,5
G_B10_1985,4
G_B10_1986,5
G_B10_1987,1
G_B10_1988,5
G_B10_1989,4
G_B10_1990,5
G_B10_1991,4
G_B10_1992,5
G_B10_1993,4
G_B10_1994,5
G_B10_1995,4
G_B10_1996,5
G_B10_1997,4
G_B10_1998,5
G_B10_1999,4
G_B10_2000,5
G_B10_2001,1
G_B10_2002,5
G_B10_2003,4
G_B10_2004,5
G_B10_2005,4
G_B10_2006,5
G_B10_2007,4
G_B10_2008,5
G_B10_2009,1
G_B10_2010,5
G_B10_2011,4
G_B10_2012,5
G_B10_2013,4
G_B10_2014,5
G_B10_2015,4
G_B10_2016,5
G_B10_2017,1
G_B10_2018,5
G_B10_2019,4
G_B10_2020,5
G_B10_2021,4
G_B10_2022,5
G_B10_2023,4
G_B10_2024,5
G_B10_2025,4
G_B10_2026,5
G_B10_2027,4
G_B10_2028,5
G_B10_2029,4
G_B10_2030,5
G_B10_2031,4
G_B10_2032,5
G_B10_2033,4
G_B10_2034,5
G_B10_2035,1
G_B10_2036,5
G_B10_2037,4
G_B10_2038,5
G_B10_2039,4
G_B10_2040,5
G_B10_2041,2
G_B10_2042,5
G_B10_2043,4
G_B10_2044,5
G_B10_2045,4
G_B10_2046,5
G_B10_2047,4
G_B10_2048,5
G_B10_2049,4
G_B10_2050,5
G_B10_2051,4
G_B10_2052,5
G_B10_2053,4
G_B10_2054,5
G_B10_2055,4
G_B10_2056,5
G_B10_2057,4
G_B10_2058,5
G_B10_2059,4
G_B10_2060,5
G_B10_2061,2
G_B10_2062,5
G_B10_2063,4
G_B10_2064,5
G_B10_2065,4
G_B10_2066,5
G_B10_2067,4
G_B10_2068,5
G_B10_2069,4
G_B10_2070,5
G_B10_2071,1
G_B10_2072,5
G_B10_2073,4
G_B10_2074,5
G_B10_2075,4
G_B10_2076,1
G_B10_2077,2
G_B10_2078,5
G_B10_2079,4
G_B10_2080,5
G_B10_2081,4
G_B10_2082,1
G_B10_2083,4
G_B10_2084,5
G_B10_2085,4
G_B10_2086,5
G_B10_2087,4
G_B10_2088,1
G_B10_2089,4
G_B10_2090,5
G_B10_2091,2
G_B10_2092,5
G_B10_2093,4
G_B10_2094,5
G_B10_2095,4
G_B10_2096,1
G_B10_2097,4
G_B10_2098,5
G_B10_2099,4
G_B10_2100,5
G_B10_2101,4
G_B10_2102,5
G_B10_2103,4
G_B10_2104,1
G_B10_2105,4
G_B10_2106,5
G_B10_2107,1
G_B10_2108,5
G_B10_2109,4
G_B10_2110,5
G_B10_2111,4
G_B10_2112,1
G_B10_2113,4
G_B10_2114,1
G_B10_2115,4
G_B10_2116,5
G_B10_2117,4
G_B10_2118,1
G_B10_2119,4
G_B10_2120,5
G_B10_2121,1
G_B10_2122,5
G_B10_2123,4
G_B10_2124,5
G_B10_2125,4
G_B10_2126,5
G_B10_2127,4
G_B10_2128,5
G_B10_2129,2
G_B10_2130,5
G_B10_2131,4
G_B10_2132,5
G_B10_2133,4
G_B10_2134,5
G_B10_2135,4
G_B10_2136,5
G_B10_2137,2
G_B10_2138,5
G_B10_2139,4
G_B10_2140,5
G_B10_2141,4
G_B10_2142,5
G_B10_2143,4
G_B10_2144,5
G_B10_2145,4
G_B10_2146,5
G_B10_2147,4
G_B10_2148,5
G_B10_2149,4
G_B10_2150,5
G_B10_2151,4
G_B10_2152,5
G_B10_2153,4
G_B10_2154,5
G_B10_2155,1
G_B10_2156,5
G_B10_2157,4
G_B10_2158,5
G_B10_2159,4
G_B10_2160,5
G_B10_2161,1
G_B10_2162,3
G_B10_2163,4
G_B10_2164,1
G_B10_2165,4
G_B10_2166,1
G_B10_2167,6
G_B10_2168,3
G_B10_2169,4
G_B10_2170,1
G_B10_2171,4
G_B10_2172,1
G_B10_2173,4
G_B10_2174,1
G_B10_2175,6
G_B10_2176,3
G_B10_2177,4
G_B10_2178,1
G_B10_2179,4
G_B10_2180,1
G_B10_2181,6
G_B10_2182,3
G_B10_2183,4
G_B10_2184,1
G_B10_2185,6
G_B10_2186,3
G_B10_2187,4
G_B10_2188,1
G_B10_2189,4
G_B10_2190,1
G_B10_2191,6
G_B10_2192,3
G_B10_2193,4
G_B10_2194,1
G_B10_2195,4
G_B10_2196,1
G_B10_2197,6
G_B10_2198,3
G_B10_2199,4
G_B10_2200,3
G_B10_2201,4
G_B10_2202,1
G_B10_2203,4
G_B10_2204,1
G_B10_2205,4
G_B10_2206,1
G_B10_2207,4
G_B10_2208,1
G_B10_2209,4
G_B10_2210,1
G_B10_2211,6
G_B10_2212,3
G_B10_2213,4
G_B10_2214,1
G_B10_2215,4
G_B10_2216,1
G_B10_2217,6
G_B10_2218,3
G_B10_2219,4
G_B10_2220,1
G_B10_2221,6
G_B10_2222,1
G_B10_2223,4
G_B10_2224,1
G_B10_2225,4
G_B10_2226,1
G_B10_2227,6
G_B10_2228,3
G_B10_2229,4
G_B10_2230,1
G_B10_2231,4
G_B10_2232,1
G_B10_2233,4
G_B10_2234,1
G_B10_2235,6
G_B10_2236,3
G_B10_2237,4
G_B10_2238,1
G_B10_2239,4
G_B10_2240,1
G_B10_2241,6
G_B10_2242,3
G_B10_2243,4
G_B10_2244,1
G_B10_2245,4
G_B10_2246,1
G_B10_2247,4
G_B10_2248,1
G_B10_2249,6
G_B10_2250,3
G_B10_2251,4
G_B10_2252,3
G_B10_2253,4
G_B10_2254,1
G_B10_2255,4
G_B10_2256,1
G_B10_2257,6
G_B10_2258,3
G_B10_2259,4
G_B10_2260,1
G_B10_2261,4
G_B10_2262,1
G_B10_2263,4
G_B10_2264,3
G_B10_2265,4
G_B10_2266,1
G_B10_2267,4
G_B10_2268,1
G_B10_2269,6
G_B10_2270,3
G_B10_2271,4
G_B10_2272,1
G_B10_2273,4
G_B10_2274,1
G_B10_2275,6
G_B10_2276,3
G_B10_2277,4
G_B10_2278,1
G_B10_2279,4
G_B10_2280,1
G_B10_2281,6
G_B10_2282,3
G_B10_2283,4
G_B10_2284,3
G_B10_2285,4
G_B10_2286,3
G_B10_2287,6
G_B10_2288,3
G_B10_2289,4
G_B10_2290,3
G_B10_2291,4
G_B10_2292,3
G_B10_2293,4
G_B10_2294,3
G_B10_2295,6
G_B10_2296,3
G_B10_2297,4
G_B10_2298,3
G_B10_2299,4
G_B10_2300,3
G_B10_2301,6
G_B10_2302,3
G_B10_2303,4
G_B10_2304,3
G_B10_2305,4
G_B10_2306,3
G_B10_2307,4
G_B10_2308,3
G_B10_2309,4
G_B10_2310,3
G_B10_2311,6
G_B10_2312,3
G_B10_2313,4
G_B10_2314,3
G_B10_2315,4
G_B10_2316,3
G_B10_2317,6
G_B10_2318,3
G_B10_2319,4
G_B10_2320,3
G_B10_2321,4
G_B10_2322,3
G_B10_2323,4
G_B10_2324,3
G_B10_2325,4
G_B10_2326,3
G_B10_2327,4
G_B10_2328,3
G_B10_2329,4
G_B10_2330,3
G_B10_2331,6
G_B10_2332,3
G_B10_2333,4
G_B10_2334,3
G_B10_2335,4
G_B10_2336,3
G_B10_2337,6
G_B10_2338,3
G_B10_2339,4
G_B10_2340,3
G_B10_2341,6
G_B10_2342,3
G_B10_2343,4
G_B10_2344,3
G_B10_2345,4
G_B10_2346,3
G_B10_2347,6
G_B10_2348,3
G_B10_2349,4
G_B10_2350,3
G_B10_2351,4
G_B10_2352,3
G_B10_2353,4
G_B10_2354,3
G_B10_2355,6
G_B10_2356,3
G_B10_2357,4
G_B10_2358,3
G_B10_2359,4
G_B10_2360,3
G_B10_2361,6
G_B10_2362,3
G_B10_2363,4
G_B10_2364,3
G_B10_2365,4
G_B10_2366,3
G_B10_2367,4
G_B10_2368,3
G_B10_2369,6
G_B10_2370,3
G_B10_2371,4
G_B10_2372,3
G_B10_2373,4
G_B10_2374,3
G_B10_2375,4
G_B10_2376,3
G_B10_2377,6
G_B10_2378,3
G_B10_2379,4
G_B10_2380,3
G_B10_2381,4
G_B10_2382,3
G_B10_2383,6
G_B10_2384,3
G_B10_2385,4
G_B10_2386,3
G_B10_2387,4
G_B10_2388,3
G_B10_2389,6
G_B10_2390,3
G_B10_2391,4
G_B10_2392,3
G_B10_2393,4
G_B10_2394,3
G_B10_2395,6
G_B10_2396,3
G_B10_2397,4
G_B10_2398,3
G_B10_2399,4
G_B10_2400,3
G_B10_2401,1
G_B10_2402,4
G_B10_2403,4
G_B10_2404,2
G_B10_2405,4
G_B10_2406,2
G_B10_2407,4
G_B10_2408,4
G_B10_2409,4
G_B10_2410,2
G_B10_2411,4
G_B10_2412,4
G_B10_2413,4
G_B10_2414,2
G_B10_2415,4
G_B10_2416,4
G_B10_2417,4
G_B10_2418,2
G_B10_2419,4
G_B10_2420,4
G_B10_2421,1
G_B10_2422,4
G_B10_2423,4
G_B10_2424,2
G_B10_2425,4
G_B10_2426,4
G_B10_2427,4
G_B10_2428,2
G_B10_2429,4
G_B10_2430,4
G_B10_2431,1
G_B10_2432,4
G_B10_2433,4
G_B10_2434,2
G_B10_2435,4
G_B10_2436,2
G_B10_2437,1
G_B10_2438,4
G_B10_2439,4
G_B10_2440,4
G_B10_2441,4
G_B10_2442,2
G_B10_2443,4
G_B10_2444,4
G_B10_2445,4
G_B10_2446,2
G_B10_2447,4
G_B10_2448,2
G_B10_2449,4
G_B10_2450,4
G_B10_2451,1
G_B10_2452,4
G_B10_2453,4
G_B10_2454,2
G_B10_2455,4
G_B10_2456,2
G_B10_2457,4
G_B10_2458,4
G_B10_2459,4
G_B10_2460,2
G_B10_2461,4
G_B10_2462,4
G_B10_2463,4
G_B10_2464,2
G_B10_2465,4
G_B10_2466,4
G_B10_2467,1
G_B10_2468,4
G_B10_2469,4
G_B10_2470,2
G_B10_2471,4
G_B10_2472,2
G_B10_2473,4
G_B10_2474,2
G_B10_2475,4
G_B10_2476,4
G_B10_2477,4
G_B10_2478,2
G_B10_2479,4
G_B10_2480,4
G_B10_2481,1
G_B10_2482,4
G_B10_2483,4
G_B10_2484,2
G_B10_2485,4
G_B10_2486,2
G_B10_2487,4
G_B10_2488,2
G_B10_2489,1
G_B10_2490,4
G_B10_2491,4
G_B10_2492,4
G_B10_2493,4
G_B10_2494,2
G_B10_2495,4
G_B10_2496,4
G_B10_2497,1
G_B10_2498,4
G_B10_2499,4
G_B10_2500,2
G_B10_2501,4
G_B10_2502,2
G_B10_2503,4
G_B10_2504,4
G_B10_2505,4
G_B10_2506,2
G_B10_2507,4
G_B10_2508,4
G_B10_2509,4
G_B10_2510,4
G_B10_2511,4
G_B10_2512,2
G_B10_2513,4
G_B10_2514,4
G_B10_2515,1
G_B10_2516,4
G_B10_2517,4
G_B10_2518,2
G_B10_2519,4
G_B10_2520,2
G_B10_2521,1
G_B10_2522,5
G_B10_2523,1
G_B10_2524,1
G_B10_2525,5
G_B10_2526,1
G_B10_2527,5
G_B10_2528,1
G_B10_2529,5
G_B10_2530,1
G_B10_2531,1
G_B10_2532,1
G_B10_2533,4
G_B10_2534,1
G_B10_2535,5
G_B10_2536,1
G_B10_2537,5
G_B10_2538,1
G_B10_2539,1
G_B10_2540,1
G_B10_2541,2
G_B10_2542,5
G_B10_2543,1
G_B10_2544,1
G_B10_2545,5
G_B10_2546,5
G_B10_2547,5
G_B10_2548,1
G_B10_2549,4
G_B10_2550,1
G_B10_2551,2
G_B10_2552,2
G_B10_2553,1
G_B10_2554,1
G_B10_2555,5
G_B10_2556,1
G_B10_2557,2
G_B10_2558,2
G_B10_2559,4
G_B10_2560,5
G_B10_2561,5
G_B10_2562,1
G_B10_2563,1
G_B10_2564,1
G_B10_2565,1
G_B10_2566,1
G_B10_2567,5
G_B10_2568,1
G_B10_2569,1
G_B10_2570,1
G_B10_2571,2
G_B10_2572,2
G_B10_2573,1
G_B10_2574,1
G_B10_2575,5
G_B10_2576,1
G_B10_2577,5
G_B10_2578,5
G_B10_2579,5
G_B10_2580,1
G_B10_2581,5
G_B10_2582,1
G_B10_2583,5
G_B10_2584,1
G_B10_2585,1
G_B10_2586,1
G_B10_2587,2
G_B10_2588,2
G_B10_2589,1
G_B10_2590,1
G_B10_2591,5
G_B10_2592,1
G_B10_2593,5
G_B10_2594,1
G_B10_2595,4
G_B10_2596,1
G_B10_2597,5
G_B10_2598,1
G_B10_2599,1
G_B10_2600,1
G_B10_2601,2
G_B10_2602,2
G_B10_2603,1
G_B10_2604,1
G_B10_2605,1
G_B10_2606,1
G_B10_2607,5
G_B10_2608,1
G_B10_2609,2
G_B10_2610,2
G_B10_2611,5
G_B10_2612,1
G_B10_2613,5
G_B10_2614,1
G_B10_2615,1
G_B10_2616,1
G_B10_2617,2
G_B10_2618,2
G_B10_2619,1
G_B10_2620,1
G_B10_2621,4
G_B10_2622,1
G_B10_2623,5
G_B10_2624,1
G_B10_2625,5
G_B10_2626,1
G_B10_2627,1
G_B10_2628,1
G_B10_2629,5
G_B10_2630,1
G_B10_2631,5
G_B10_2632,1
G_B10_2633,4
G_B10_2634,1
G_B10_2635,2
G_B10_2636,2
G_B10_2637,1
G_B10_2638,1
G_B10_2639,4
G_B10_2640,1
G_B10_2641,6
G_B10_2642,4
G_B10_2643,4
G_B10_2644,3
G_B10_2645,6
G_B10_2646,3
G_B10_2647,6
G_B10_2648,3
G_B10_2649,4
G_B10_2650,3
G_B10_2651,4
G_B10_2652,3
G_B10_2653,4
G_B10_2654,3
G_B10_2655,6
G_B10_2656,3
G_B10_2657,4
G_B10_2658,3
G_B10_2659,4
G_B10_2660,3
G_B10_2661,6
G_B10_2662,3
G_B10_2663,4
G_B10_2664,3
G_B10_2665,6
G_B10_2666,3
G_B10_2667,4
G_B10_2668,3
G_B10_2669,4
G_B10_2670,3
G_B10_2671,6
G_B10_2672,3
G_B10_2673,4
G_B10_2674,3
G_B10_2675,4
G_B10_2676,3
G_B10_2677,6
G_B10_2678,3
G_B10_2679,4
G_B10_2680,3
G_B10_2681,4
G_B10_2682,3
G_B10_2683,4
G_B10_2684,3
G_B10_2685,4
G_B10_2686,3
G_B10_2687,4
G_B10_2688,3
G_B10_2689,4
G_B10_2690,3
G_B10_2691,6
G_B10_2692,3
G_B10_2693,4
G_B10_2694,3
G_B10_2695,4
G_B10_2696,3
G_B10_2697,4
G_B10_2698,3
G_B10_2699,4
G_B10_2700,3
G_B10_2701,4
G_B10_2702,3
G_B10_2703,4
G_B10_2704,3
G_B10_2705,4
G_B10_2706,3
G_B10_2707,6
G_B10_2708,3
G_B10_2709,4
G_B10_2710,3
G_B10_2711,4
G_B10_2712,3
G_B10_2713,4
G_B10_2714,3
G_B10_2715,4
G_B10_2716,3
G_B10_2717,4
G_B10_2718,3
G_B10_2719,4
G_B10_2720,3
G_B10_2721,6
G_B10_2722,3
G_B10_2723,4
G_B10_2724,3
G_B10_2725,4
G_B10_2726,3
G_B10_2727,4
G_B10_2728,3
G_B10_2729,6
G_B10_2730,3
G_B10_2731,4
G_B10_2732,3
G_B10_2733,4
G_B10_2734,3
G_B10_2735,4
G_B10_2736,3
G_B10_2737,6
G_B10_2738,3
G_B10_2739,4
G_B10_2740,3
G_B10_2741,4
G_B10_2742,3
G_B10_2743,4
G_B10_2744,3
G_B10_2745,4
G_B10_2746,3
G_B10_2747,4
G_B10_2748,3
G_B10_2749,4
G_B10_2750,3
G_B10_2751,4
G_B10_2752,3
G_B10_2753,4
G_B10_2754,3
G_B10_2755,6
G_B10_2756,3
G_B10_2757,4
G_B10_2758,3
G_B10_2759,4
G_B10_2760,3
G_B10_2761,6
G_B10_2762,3
G_B10_2763,4
G_B10_2764,3
G_B10_2765,4
G_B10_2766,3
G_B10_2767,4
G_B10_2768,3
G_B10_2769,4
G_B10_2770,3
G_B10_2771,4
G_B10_2772,3
G_B10_2773,4
G_B10_2774,3
G_B10_2775,4
G_B10_2776,3
G_B10_2777,4
G_B10_2778,3
G_B10_2779,4
G_B10_2780,3
G_B10_2781,6
G_B10_2782,3
G_B10_2783,4
G_B10_2784,3
G_B10_2785,6
G_B10_2786,3
G_B10_2787,4
G_B10_2788,3
G_B10_2789,4
G_B10_2790,3
G_B10_2791,6
G_B10_2792,3
G_B10_2793,4
G_B10_2794,3
G_B10_2795,4
